cidade,pais,lat,lon
Vigo,Spain,42.2314,-8.7124
Jember,Indonesia,-8.1727,113.6873
Bahia Blanca,Argentina,-38.7167,-62.2667
Iskenderun,Turkey,36.5804,36.17
Al Mubarraz,Saudi Arabia,25.41,49.5808
Petropolis,Brazil,-22.505,-43.1789
Al Kharj,Saudi Arabia,24.1556,47.312
Rampur,India,28.8154,79.025
Najran,Saudi Arabia,17.4917,44.1322
Chernihiv,Ukraine,51.4939,31.2947
Yangsan,"Korea, South",35.3386,129.0386
Comilla,Bangladesh,23.45,91.2
Oyster Bay,United States,40.7845,-73.5139
Valparaiso,Chile,-33.0458,-71.6197
Augsburg,Germany,48.3717,10.8983
Mbeya,Tanzania,-8.9,33.45
Limeira,Brazil,-22.5647,-47.4017
Rangpur,Bangladesh,25.75,89.25
Shiliguri,India,26.72,88.42
Aksaray,Turkey,38.3686,34.0297
Navotas,Philippines,14.6667,120.9417
Corum,Turkey,40.5489,34.9533
Bali,India,22.65,88.34
Ismailia,Egypt,30.5833,32.2667
Vila Teixeira da Silva,Angola,-12.1958,15.8556
Panipat,India,29.4004,76.97
Delmas,Haiti,18.55,-72.3
Batna,Algeria,35.55,6.1667
Kunp'o,"Korea, South",37.3675,126.9469
Tambov,Russia,52.7167,41.4333
Iasi,Romania,47.1622,27.5889
Thies,Senegal,14.7833,-16.9167
Makurdi,Nigeria,7.73,8.53
Kherson,Ukraine,46.6333,32.6
Groznyy,Russia,43.3125,45.6986
Hong'an,China,47.21,123.61
Bafoussam,Cameroon,5.4667,10.4167
Resistencia,Argentina,-27.4514,-58.9867
Brasov,Romania,45.65,25.6
Kassel,Germany,51.3166,9.4912
Juliaca,Peru,-15.4908,-70.1269
Karimnagar,India,18.4333,79.15
Morioka,Japan,39.6833,141.15
Setif,Algeria,36.19,5.41
Trenton,United States,40.2236,-74.7641
Kaunas,Lithuania,54.9,23.9333
Mulhouse,France,47.75,7.34
Sekondi,Ghana,4.9433,-1.704
Lincoln,United States,40.809,-96.6788
Bhuj,India,23.2504,69.81
Ichalkaranji,India,16.7,74.47
Tirupati,India,13.65,79.42
Springfield,United States,37.1943,-93.2916
Anchorage,United States,61.1508,-149.1091
Punto Fijo,Venezuela,11.7167,-70.1833
Sincelejo,Colombia,9.2994,-75.3958
Plano,United States,33.0502,-96.7487
Irvine,United States,33.6772,-117.7738
Camacari,Brazil,-12.6978,-38.3239
Orleans,France,47.9025,1.909
Binangonan,Philippines,14.4514,121.1919
Suzano,Brazil,-23.5428,-46.3108
Hospet,India,15.2667,76.4
Ostrava,Czechia,49.8356,18.2925
Tacna,Peru,-18.0556,-70.2483
Korhogo,C�te D�Ivoire,9.4578,-5.6294
Constanta,Romania,44.1733,28.6383
Haifa,Israel,32.8,34.9833
Coacalco,Mexico,19.6333,-99.0931
Crato,Brazil,-7.2342,-39.4094
Limoges,France,45.8353,1.2625
Davenport,United States,41.5563,-90.6052
Fukushima,Japan,37.7608,140.4733
Barinas,Venezuela,8.615,-70.1985
Coro,Venezuela,11.395,-69.6816
Bago,Myanmar,17.3433,96.4981
Fuquan,China,26.7039,107.5087
Tongchuanshi,China,35.08,109.03
Aizawl,India,23.7104,92.72
Santa Maria,Brazil,-29.6839,-53.8069
Taboao da Serra,Brazil,-23.6019,-46.7528
Maraba,Brazil,-5.3689,-49.1178
Sannai,India,24.16,80.83
Huozhou,China,36.5726,111.7176
Temuco,Chile,-38.7399,-72.5901
Sterlitamak,Russia,53.6333,55.95
Rockford,United States,42.2597,-89.0641
Tegal,Indonesia,-6.8667,109.1333
Ica,Peru,-14.0667,-75.7333
Newark,United States,40.7245,-74.1725
Jining,China,41.03,113.08
Chuncheon,"Korea, South",37.8747,127.7342
Malard,Iran,35.6658,50.9767
Pematangsiantar,Indonesia,2.96,99.06
Long Xuyen,Vietnam,10.3686,105.4234
Petrozavodsk,Russia,61.7833,34.35
South Bend,United States,41.6767,-86.2696
Mingaora,Pakistan,34.7717,72.36
San Pedro Carcha,Guatemala,15.4768,-90.312
Barasat,India,22.2333,88.45
Shreveport,United States,32.4656,-93.7956
Sumbe,Angola,-11.2052,13.8417
Viet Tri,Vietnam,21.3136,105.3947
Cherkasy,Ukraine,49.4444,32.0597
Caala,Angola,-12.85,15.55
Wiesbaden,Germany,50.0825,8.24
Kostroma,Russia,57.7667,40.9333
Round Lake Beach,United States,42.379,-88.0811
Gyeongsan,"Korea, South",35.8167,128.7333
Governador Valadares,Brazil,-18.8508,-41.9489
Katowice,Poland,50.25,19.0
Shaowu,China,27.3417,117.4869
Sfax,Tunisia,34.74,10.76
Nizhnevartovsk,Russia,60.9389,76.595
Linxia Chengguanzhen,China,35.6,103.2167
Pachuca,Mexico,20.1,-98.75
Juazeiro do Norte,Brazil,-7.2128,-39.315
Dire Dawa,Ethiopia,9.5833,41.8667
Khmelnytskyi,Ukraine,49.42,27.0
Owo,Nigeria,7.1962,5.5868
San Cristobal,Dominican Republic,18.4167,-70.1333
Savannah,United States,32.0281,-81.1784
Posadas,Argentina,-27.3667,-55.8969
Gatineau,Canada,45.4833,-75.65
Windsor,Canada,42.2833,-83.0
Myrtle Beach,United States,33.7096,-78.8843
Mbandaka,Congo (Kinshasa),0.0486,18.2603
Tehuacan,Mexico,18.4617,-97.3928
La Guaira,Venezuela,10.6,-66.9331
Kunsan,"Korea, South",35.9786,126.7114
Chula Vista,United States,32.6281,-117.0145
Ratlam,India,23.3167,75.0667
Yeosu,"Korea, South",34.7607,127.6622
Crato,Brazil,-7.4639,-63.04
Derby,United Kingdom,52.9167,-1.4667
Tsu,Japan,34.7186,136.5056
Kafr ad Dawwar,Egypt,31.1417,30.1272
Eugene,United States,44.0563,-123.1173
Gijon,Spain,43.5333,-5.7
Bijiao,China,22.9311,113.2018
Chiayi,Taiwan,23.48,120.4497
Palmas,Brazil,-10.2128,-48.3603
Craiova,Romania,44.3333,23.8167
Sorong,Indonesia,-0.8667,131.25
Majene,Indonesia,-3.5336,118.966
Bukhara,Uzbekistan,39.7747,64.4286
Aomori,Japan,40.8222,140.7475
Thai Binh,Vietnam,20.4461,106.3422
Minato,Japan,35.6581,139.7514
Binjai,Indonesia,3.6,98.4853
Fuchu,Japan,35.6689,139.4778
Oral,Kazakhstan,51.2333,51.3667
Brahmanbaria,Bangladesh,23.9667,91.1
Sarta,Iran,36.5504,53.1
Imphal,India,24.82,93.95
Plymouth,United Kingdom,50.3714,-4.1422
Santo Domingo de los Colorados,Ecuador,-0.2542,-79.1719
Novorossiysk,Russia,44.7167,37.7667
Santa Ana,El Salvador,13.9833,-89.5333
Zhytomyr,Ukraine,50.2544,28.6578
Villa Altagracia,Dominican Republic,18.67,-70.17
Gombe,Nigeria,10.2904,11.17
Mito,Japan,36.3667,140.4667
Espoo,Finland,60.21,24.66
Drug,India,21.19,81.28
Floridablanca,Colombia,7.0697,-73.0978
Bamenda,Cameroon,5.9333,10.1667
Handwara,India,34.4,74.28
Lucena,Philippines,13.9333,121.6167
Canton,United States,40.8075,-81.3677
Yoshkar-Ola,Russia,56.6328,47.8958
Parnamirim,Brazil,-5.9158,-35.2628
Nalchik,Russia,43.4833,43.6167
Ichihara,Japan,35.4981,140.1156
Aswan,Egypt,24.0889,32.8997
Salamanca,Mexico,20.5703,-101.1972
Inegol,Turkey,40.0806,29.5097
Chernivtsi,Ukraine,48.2908,25.9344
Sumare,Brazil,-22.8219,-47.2669
Lubbock,United States,33.5659,-101.8878
Yanbu`,Saudi Arabia,24.0943,38.0493
Sumy,Ukraine,50.9068,34.7992
Tshikapa,Congo (Kinshasa),-6.4167,20.8
Anantapur,India,14.6833,77.6
San Pablo,Philippines,14.07,121.325
Reading,United States,40.34,-75.9267
Winter Haven,United States,28.0118,-81.7017
Ipatinga,Brazil,-19.4678,-42.5369
Myeik,Myanmar,12.4394,98.6003
Kutahya,Turkey,39.4242,29.9833
Salem,United States,44.9231,-123.0246
Djelfa,Algeria,34.6667,3.25
Suncheon,"Korea, South",34.9506,127.4875
Graz,Austria,47.0749,15.4409
St. Petersburg,United States,27.7931,-82.6652
Engels,Russia,51.4667,46.1167
Kindu,Congo (Kinshasa),-2.95,25.9167
Oruro,Bolivia,-17.9667,-67.1167
Dezful,Iran,32.3878,48.4033
Osmaniye,Turkey,37.075,36.25
Lafayette,United States,30.2084,-92.0323
Kyongju,"Korea, South",35.85,129.2167
Dumai,Indonesia,1.6667,101.45
Gent,Belgium,51.0536,3.7253
San Lorenzo,Paraguay,-25.3431,-57.5094
Geelong,Australia,-38.15,144.35
Corlu,Turkey,41.1597,27.8028
Nawabshah,Pakistan,26.2442,68.41
Gelsenkirchen,Germany,51.5167,7.1
Bordeaux,France,44.84,-0.58
Monchengladbach,Germany,51.2,6.4333
Volta Redonda,Brazil,-22.5231,-44.1042
Matala,Angola,-14.7306,15.0367
Annaba,Algeria,36.9,7.7667
Barueri,Brazil,-23.5111,-46.8764
Laredo,United States,27.5629,-99.4875
Nonthaburi,Thailand,13.8667,100.5167
Jersey City,United States,40.7161,-74.0682
Venice,Italy,45.4397,12.3319
Quang Ngai,Vietnam,15.1206,108.7922
Concord,United States,35.3933,-80.6366
Damanhur,Egypt,31.05,30.4667
Ciudad Benito Juarez,Mexico,25.65,-100.0833
Cascavel,Brazil,-24.9558,-53.4553
Hiratsuka,Japan,35.3231,139.3422
Columbus,United States,32.51,-84.8771
Chandler,United States,33.2826,-111.8516
Sakarya,Turkey,40.7778,30.4028
Tagum,Philippines,7.4478,125.8078
Fukui,Japan,36.0641,136.2196
Soka,Japan,35.8256,139.8056
Kunduz,Afghanistan,36.728,68.8725
Ciudad Santa Catarina,Mexico,25.6833,-100.45
Los Mochis,Mexico,25.7835,-108.9937
Imperatriz,Brazil,-5.5258,-47.4758
Texcoco,Mexico,19.52,-98.88
Santa Maria,Philippines,14.8183,120.9563
Misratah,Libya,32.3778,15.0901
Isparta,Turkey,37.7667,30.55
Foz do Iguacu,Brazil,-25.54,-54.5875
Verona,Italy,45.4386,10.9928
Huayin,China,34.5664,110.0866
Etawah,India,26.7855,79.015
McKinney,United States,33.2015,-96.6669
Playa del Carmen,Mexico,20.6275,-87.0811
Scottsdale,United States,33.6872,-111.8651
Wolverhampton,United Kingdom,52.5833,-2.1333
Killeen,United States,31.0754,-97.7296
Bergen,Norway,60.3925,5.3233
Tallahassee,United States,30.4551,-84.2526
Horlivka,Ukraine,48.3336,38.0925
Antsirabe,Madagascar,-19.8667,47.0333
Ondo,Nigeria,7.0904,4.84
San Mateo,Philippines,14.6969,121.1219
Ap Da Loi,Vietnam,11.9304,108.42
Viamao,Brazil,-30.0808,-51.0228
Peoria,United States,40.752,-89.6153
Gravatai,Brazil,-29.9433,-50.9939
Kediri,Indonesia,-7.8166,112.0119
Damaturu,Nigeria,11.75,11.9667
Tokushima,Japan,34.0667,134.55
Malolos,Philippines,14.8433,120.8114
La Paz,Mexico,24.1422,-110.3108
Wilmington,United States,34.21,-77.8866
Raichur,India,16.2104,77.355
Mawlamyine,Myanmar,16.4847,97.6258
Turmero,Venezuela,10.2283,-67.4753
Kuala Terengganu,Malaysia,5.3303,103.1408
Daloa,C�te D�Ivoire,6.89,-6.45
Puerto Princesa,Philippines,9.75,118.75
Mocamedes,Angola,-15.1953,12.1508
Vitoria-Gasteiz,Spain,42.85,-2.6833
Qarshi,Uzbekistan,38.8667,65.8
Montgomery,United States,32.3473,-86.2666
Gilbert,United States,33.3101,-111.7463
Rishon LeZiyyon,Israel,31.95,34.8
Ongole,India,15.5,80.05
Arua,Uganda,3.03,30.91
Bharatpur,India,27.2172,77.49
Shinozaki,Japan,33.95,130.9333
Goma,Congo (Kinshasa),-1.6794,29.2336
Rach Gia,Vietnam,10.0125,105.0808
Kanggye,"Korea, North",40.9667,126.6
Taganrog,Russia,47.2333,38.9
Kiziltepe,Turkey,37.1939,40.5861
El Fasher,Sudan,13.63,25.35
Varzea Grande,Brazil,-15.65,-56.14
Las Condes,Chile,-33.4167,-70.5833
Glendale,United States,33.5791,-112.2311
Santiago del Estero,Argentina,-27.7844,-64.2669
Hakodate,Japan,41.7733,140.7261
Usak,Turkey,38.6833,29.4
Begusarai,India,25.42,86.13
North Las Vegas,United States,36.288,-115.0901
Sonipat,India,28.9958,77.0114
Los Teques,Venezuela,10.3411,-67.0406
Mabalacat,Philippines,15.2167,120.5833
Jinshi,China,29.6334,111.8746
Chofugaoka,Japan,35.6506,139.5408
Osh,Kyrgyzstan,40.5333,72.7833
Iwo,Nigeria,7.63,4.18
Bata,Equatorial Guinea,1.865,9.77
Komsomol'sk-na-Amure,Russia,50.55,137.0
Babol,Iran,36.55,52.6833
Galati,Romania,45.4233,28.0425
Al Bayda',Libya,32.7628,21.755
Kurmuk,Sudan,10.5563,34.2848
Manzhouli,China,49.5881,117.4525
Braunschweig,Germany,52.2692,10.5211
Rivne,Ukraine,50.6197,26.2514
Gdynia,Poland,54.5189,18.5319
Soyapango,El Salvador,13.7472,-89.1639
Palangkaraya,Indonesia,-2.21,113.92
Silang,Philippines,14.2306,120.975
Al Minya,Egypt,28.0833,30.75
Hafr al Batin,Saudi Arabia,28.4337,45.9601
Chigasaki,Japan,35.3339,139.4047
Bukan,Iran,36.5208,46.2117
Aachen,Germany,50.7762,6.0838
Kiel,Germany,54.3233,10.1394
Sahiwal,Pakistan,30.6706,73.1064
Thu Dau Mot,Vietnam,11.0042,106.6583
Novo Hamburgo,Brazil,-29.6778,-51.1308
Sibu,Malaysia,2.3,111.8167
Yato,Japan,35.4693,139.4616
Parana,Argentina,-31.7444,-60.5175
Yamagata,Japan,38.25,140.3333
Oruro,Bolivia,-17.98,-67.13
Tsukuba-kenkyugakuen-toshi,Japan,36.0333,140.0667
Merlo,Argentina,-34.6653,-58.7275
Mage,Brazil,-22.6528,-43.0408
Syktyvkar,Russia,61.6667,50.8167
Khimki,Russia,55.8892,37.445
Biratnagar,Nepal,26.4833,87.2833
Colombo,Brazil,-25.2919,-49.2239
Chemnitz,Germany,50.8333,12.9167
Saskatoon,Canada,52.1333,-106.6833
Colon,Panama,9.3598,-79.9004
Itagui,Colombia,6.1726,-75.6096
Abertawe,United Kingdom,51.6167,-3.95
Jessore,Bangladesh,23.1704,89.2
Beichengqu,China,40.4348,113.1565
Tuy Hoa,Vietnam,13.0869,109.3086
Shrirampur,India,22.75,88.34
Chesapeake,United States,36.6778,-76.3024
Fuji,Japan,35.1614,138.6764
Hapur,India,28.7437,77.7628
Bahir Dar,Ethiopia,11.585,37.39
Manisa,Turkey,38.6131,27.4258
Tanga,Tanzania,-5.0667,39.1
Sabzevar,Iran,36.2167,57.6667
Ramgundam,India,18.8,79.45
Porto,Portugal,41.1495,-8.6108
Baruta,Venezuela,10.4335,-66.8754
Tacloban,Philippines,11.2444,125.0039
Itaborai,Brazil,-22.7475,-42.8558
Myitkyina,Myanmar,25.3867,97.3936
Barnstable,United States,41.6722,-70.3599
Haeju,"Korea, North",38.0333,125.7167
Petah Tiqwa,Israel,32.0833,34.8833
Norfolk,United States,36.8945,-76.259
Gonzalez Catan,Argentina,-34.7708,-58.6464
Sete Lagoas,Brazil,-19.4658,-44.2469
Tarapoto,Peru,-6.4833,-76.3667
Zhangping,China,25.2938,117.4148
San Juan del Rio,Mexico,20.3833,-99.9833
Sao Carlos,Brazil,-22.0178,-47.8908
Fremont,United States,37.5265,-121.9852
Halle,Germany,51.4828,11.9697
Sao Leopoldo,Brazil,-29.76,-51.1469
Arakawa,Japan,35.7333,139.7833
Duzce,Turkey,40.8417,31.1583
Anju,"Korea, North",39.6167,125.6667
Divinopolis,Brazil,-20.1389,-44.8839
Aarhus,Denmark,56.1572,10.2107
Kennewick,United States,46.1978,-119.1732
Hobart,Australia,-42.8806,147.325
Atushi,China,39.7114,76.1753
Chimoio,Mozambique,-19.1167,33.45
Limassol,Cyprus,34.675,33.0443
Garland,United States,32.91,-96.6305
Magdeburg,Germany,52.1278,11.6292
Irving,United States,32.8584,-96.9702
Hachimancho,Japan,40.51,141.54
Longueuil,Canada,45.5333,-73.5167
Mokpo,"Korea, South",34.7936,126.3886
Kosice,Slovakia,48.7167,21.25
`Ajman,United Arab Emirates,25.3994,55.4797
Lille,France,50.6278,3.0583
Banda Aceh,Indonesia,5.55,95.3175
Shenmu,China,38.827,110.499
Le Havre,France,49.49,0.1
Taiping,Malaysia,4.85,100.7333
P'yong-dong,"Korea, North",39.25,125.85
Springs,South Africa,-26.2547,28.4428
Ivano-Frankivsk,Ukraine,48.9228,24.7106
As Sib,Oman,23.6802,58.1825
Narayanganj,Bangladesh,23.6167,90.5
Maradi,Niger,13.4916,7.0964
Wuyishan,China,27.7562,118.0267
Sato,Japan,33.1631,129.7177
Amol,Iran,36.4669,52.3569
Quilmes,Argentina,-34.7167,-58.2667
Mirpur Khas,Pakistan,25.5269,69.0111
Nizhnekamsk,Russia,55.6333,51.8167
Visalia,United States,36.3276,-119.3269
Al Jubayl,Saudi Arabia,27.0046,49.646
Pathein,Myanmar,16.7667,94.7333
Secunderabad,India,17.45,78.5
Neya,Japan,34.7661,135.6281
Chishui,China,28.5902,105.6946
Centurion,South Africa,-25.8603,28.1894
Atlantic City,United States,39.3797,-74.4527
Uluberiya,India,22.47,88.11
Shakhty,Russia,47.7,40.2333
Pakdasht,Iran,35.4817,51.6803
Granada,Spain,37.1781,-3.6008
Abha,Saudi Arabia,18.2167,42.5
Ibb,Yemen,13.9759,44.1709
Garoua,Cameroon,9.3,13.4
Bole,China,44.898,82.0726
Ganda,Angola,-13.0167,14.6333
Elche,Spain,38.2669,-0.6983
Najafabad,Iran,32.6342,51.3667
Bayamo,Cuba,20.3817,-76.6428
Porbandar,India,21.6425,69.6047
Kamianske,Ukraine,48.5076,34.6132
Borujerd,Iran,33.8972,48.7514
Paradise,United States,36.0807,-115.1369
Singaraja,Indonesia,-8.1152,115.0944
Macae,Brazil,-22.3708,-41.7869
Miri,Malaysia,4.4147,114.0089
Machala,Ecuador,-3.2667,-79.9667
Longquan,China,28.0733,119.1277
Monclova,Mexico,26.9103,-101.4222
Puducherry,India,11.93,79.83
Olongapo,Philippines,14.8333,120.2833
Messina,Italy,38.1936,15.5542
Kremenchuk,Ukraine,49.0775,33.4239
Nashua,United States,42.7491,-71.491
Santarem,Brazil,-2.4431,-54.7083
Badalona,Spain,41.4333,2.2333
Okara,Pakistan,30.81,73.4597
Arlington,United States,38.8786,-77.1011
Talisay,Philippines,10.25,123.8333
Hialeah,United States,25.8696,-80.3046
Saidpur,Bangladesh,25.8004,89.0
York,United States,39.9651,-76.7315
Saga,Japan,33.2667,130.3
Burnaby,Canada,49.2667,-122.9667
Rancagua,Chile,-34.1654,-70.7398
Dzerzhinsk,Russia,56.2333,43.45
Milton Keynes,United Kingdom,52.04,-0.76
Marilia,Brazil,-22.2139,-49.9458
Bratsk,Russia,56.1667,101.6167
Jiayuguan,China,39.8112,98.2862
Indaiatuba,Brazil,-23.0903,-47.2181
Envigado,Colombia,6.1719,-75.5803
Freiburg im Breisgau,Germany,47.9947,7.8497
Eloy Alfaro,Ecuador,-2.1733,-79.8311
Maracanau,Brazil,-3.8769,-38.6258
Ageoshimo,Japan,35.9775,139.5933
Qarchak,Iran,35.4394,51.5689
Neuquen,Argentina,-38.9573,-68.0455
Ibb,Yemen,13.9667,44.1667
Banfield,Argentina,-34.75,-58.3833
Cabo Frio,Brazil,-22.8789,-42.0189
Singkawang,Indonesia,0.9,108.9833
Orsk,Russia,51.2,58.6167
Vizianagaram,India,18.1167,83.4167
North Hempstead,United States,40.7912,-73.6688
Evansville,United States,37.9881,-87.5341
Cotia,Brazil,-23.6039,-46.9189
Pali,India,25.7725,73.3233
Noginsk,Russia,64.4833,91.2333
Kropyvnytskyi,Ukraine,48.5103,32.2667
Czestochowa,Poland,50.8096,19.1222
Rondonopolis,Brazil,-16.4708,-54.6358
Guantanamo,Cuba,20.1383,-75.2061
Krefeld,Germany,51.3333,6.5667
Tanza,Philippines,14.3944,120.8531
Marilao,Philippines,14.7581,120.9481
Guadalupe,Mexico,22.7528,-102.5078
Taito,Japan,35.7126,139.78
Kolpino,Russia,59.73,30.65
Burgas,Bulgaria,42.5,27.4667
Puerto Vallarta,Mexico,20.6667,-105.2667
Avondale,United States,33.3858,-112.3236
Nyala,Sudan,12.05,24.8833
Brownsville,United States,25.998,-97.4565
Dasoguz,Turkmenistan,41.8167,59.9831
Turkistan,Kazakhstan,43.3,68.2436
Probolinggo,Indonesia,-7.75,113.2167
Jacarei,Brazil,-23.305,-45.9658
Gusau,Nigeria,12.1704,6.66
Buenavista,Mexico,19.6083,-99.1694
Quetzaltenango,Guatemala,14.8333,-91.5167
Tarrasa,Spain,41.5611,2.0081
Araraquara,Brazil,-21.7939,-48.1758
Angarsk,Russia,52.5667,103.9167
Sousse,Tunisia,35.8333,10.6333
Nagercoil,India,8.17,77.43
Heroica Nogales,Mexico,31.3186,-110.9458
Apapa,Nigeria,6.4489,3.3589
Nyanza,Rwanda,-2.3496,29.74
Itapevi,Brazil,-23.5489,-46.9342
Bac Lieu,Vietnam,9.2833,105.7167
Varamin,Iran,35.2714,51.6511
Padangsidempuan,Indonesia,1.3667,99.2667
Karnal,India,29.6804,76.97
Mubi,Nigeria,10.2686,13.267
Toamasina,Madagascar,-18.1492,49.4023
Campeche,Mexico,19.85,-90.5306
Korolev,Russia,55.9167,37.8167
Dourados,Brazil,-22.2208,-54.8058
Hunchun,China,42.8679,130.3585
Tampere,Finland,61.4981,23.7608
Minamiozuma,Japan,36.2404,137.97
Blagoveshchensk,Russia,50.2578,127.5364
Velikiy Novgorod,Russia,58.521,31.2758
Longjin,China,22.8711,113.0684
Ashdod,Israel,31.7978,34.6503
Carlos Manuel de Cespedes,Cuba,21.5767,-78.2775
Nigde,Turkey,37.9667,34.6792
Chapeco,Brazil,-27.0958,-52.6178
Sandton,South Africa,-26.107,28.0517
Tanjore,India,10.8,79.15
Staryy Oskol,Russia,51.2981,37.835
Itajai,Brazil,-26.9078,-48.6619
Puri,India,19.8,85.8167
Cartago,Costa Rica,9.8667,-83.9167
Ji'an Shi,China,41.1231,126.1815
Soledad de Graciano Sanchez,Mexico,22.1833,-100.9333
Presidente Prudente,Brazil,-22.1258,-51.3889
Jose C. Paz,Argentina,-34.5167,-58.7667
Ternopil,Ukraine,49.5667,25.6
Rufisque,Senegal,14.7167,-17.2667
Formosa,Argentina,-26.1847,-58.1758
Sabadell,Spain,41.5483,2.1075
Gueckedou,Guinea,8.5667,-10.1333
Sambhal,India,28.58,78.55
Polokwane,South Africa,-23.9,29.45
Neyshabur,Iran,36.22,58.82
Sidon,Lebanon,33.5606,35.3981
Radom,Poland,51.4036,21.1567
Lutsk,Ukraine,50.7478,25.3244
Oviedo,Spain,43.36,-5.845
Gulfport,United States,30.4271,-89.0703
Saveh,Iran,35.0211,50.3564
La Vega,Dominican Republic,19.2242,-70.5283
Appleton,United States,44.2779,-88.3891
Khomeyni Shahr,Iran,32.7,51.5211
Juazeiro,Brazil,-9.4139,-40.5028
Itabuna,Brazil,-14.7858,-39.28
Al Khubar,Saudi Arabia,26.3,50.2167
Islington,United Kingdom,51.544,-0.1027
Cordoba,Mexico,18.8942,-96.9347
Ciudad Acuna,Mexico,29.3242,-100.9317
Tulua,Colombia,4.0847,-76.1986
Mainz,Germany,50.0,8.2667
Hortolandia,Brazil,-22.8583,-47.22
Bitung,Indonesia,1.4472,125.1978
Naihati,India,22.9,88.42
Petrel,Spain,38.4789,-0.7967
Damietta,Egypt,31.4167,31.8214
Manta,Ecuador,-0.95,-80.7162
Butembo,Congo (Kinshasa),0.1251,29.299
San Miguel,El Salvador,13.4833,-88.1833
San Pedro de Macoris,Dominican Republic,18.4572,-69.3061
Netanya,Israel,32.3328,34.86
Bremerton,United States,47.5436,-122.7122
Alor Setar,Malaysia,6.1167,100.3667
Hickory,United States,35.7425,-81.323
Luton,United Kingdom,51.8783,-0.4147
Tacoma,United States,47.2431,-122.4531
Laayoune,Morocco,27.15,-13.2
Aberdeen,United Kingdom,57.15,-2.11
Lubeck,Germany,53.8697,10.6864
Denov,Uzbekistan,38.2772,67.8872
Matrah,Oman,23.6167,58.5667
Qostanay,Kazakhstan,53.2144,63.6246
Banjarbaru,Indonesia,-3.4667,114.75
Sa Dec,Vietnam,10.3105,105.7397
Norwich,United Kingdom,52.63,1.297
Gujiao,China,37.9069,112.17
Cartagena,Spain,37.6,-0.9819
Petropavl,Kazakhstan,54.8622,69.1408
Marg`ilon,Uzbekistan,40.4667,71.7167
Gangneung,"Korea, South",37.7556,128.8961
San Bernardino,United States,34.1417,-117.2946
Cua,Venezuela,10.1667,-66.8833
Meycauayan,Philippines,14.7333,120.95
Vantaa,Finland,60.3,25.0333
As Samawah,Iraq,31.3167,45.2833
Ormoc,Philippines,11.0167,124.6167
College Station,United States,30.5852,-96.296
Golmud,China,36.4028,94.9042
Kalamazoo,United States,42.2749,-85.5882
Regina,Canada,50.4547,-104.6067
Thousand Oaks,United States,34.1914,-118.8755
La Victoria,Venezuela,10.2278,-67.3336
Shimla,India,31.1033,77.1722
Mohammedia,Morocco,33.6833,-7.3833
Babruysk,Belarus,53.15,29.2333
Roanoke,United States,37.2785,-79.958
Osan,"Korea, South",37.145,127.0694
Geneva,Switzerland,46.2,6.15
Fontana,United States,34.0968,-117.4599
Sikasso,Mali,11.3167,-5.6667
Alvorada,Brazil,-29.99,-51.0839
Warnes,Bolivia,-17.5103,-63.1647
Ciudad Madero,Mexico,22.25,-97.8333
Oberhausen,Germany,51.4699,6.8514
El Tigre,Venezuela,8.8858,-64.2611
Jerez de la Frontera,Spain,36.6817,-6.1378
Jalalabad,Afghanistan,34.4303,70.4528
Moreno Valley,United States,33.9244,-117.2045
Sidi Bel Abbes,Algeria,35.2,-0.6333
Limbe,Cameroon,4.0167,9.2167
Kure,Japan,34.2492,132.5658
Tumaco,Colombia,1.8067,-78.7647
Padova,Italy,45.4064,11.8778
Pamplona,Spain,42.8167,-1.65
Arroyo Naranjo,Cuba,23.0436,-82.3328
Ploiesti,Romania,44.9386,26.0225
Criciuma,Brazil,-28.6775,-49.3697
Metepec,Mexico,19.2511,-99.6047
Rio Grande,Brazil,-32.035,-52.0989
Pskov,Russia,57.8167,28.3333
Bila Tserkva,Ukraine,49.7956,30.1167
Chungju,"Korea, South",36.9706,127.9322
Babylon,United States,40.6924,-73.3585
Tunja,Colombia,5.5403,-73.3614
Barrancabermeja,Colombia,7.0675,-73.8472
Cachoeiro de Itapemirim,Brazil,-20.8489,-41.1128
Santa Cruz,Spain,28.4667,-16.25
San-Pedro,C�te D�Ivoire,4.7704,-6.64
Bukit Mertajam,Malaysia,5.3631,100.4667
Ijebu-Ode,Nigeria,6.8204,3.92
Cork,Ireland,51.9,-8.4731
Guarenas,Venezuela,10.4739,-66.5383
Taisheng,China,23.2938,113.353
Rostock,Germany,54.0833,12.1333
Dongning,China,44.0608,131.1187
Moratuwa,Sri Lanka,6.7804,79.88
Burutu,Nigeria,5.3533,5.5083
Ich'on,"Korea, South",37.2792,127.4425
Puerto Cabello,Venezuela,10.4667,-68.0167
Beersheba,Israel,31.2589,34.7978
Nasim Shahr,Iran,35.5644,51.1647
North Port,United States,27.0577,-82.1975
Almere,Netherlands,52.3758,5.2256
Lubuklinggau,Indonesia,-3.2967,102.8617
Qina,Egypt,26.1667,32.7167
Mary,Turkmenistan,37.6,61.8333
Fargo,United States,46.8652,-96.8292
Huangyan,China,28.65,121.25
Santa Clara,Cuba,22.4067,-79.9531
Kharagpur,India,22.3302,87.3237
Northcote,New Zealand,-36.7913,174.7758
Waitakere,New Zealand,-36.849,174.543
Monywa,Myanmar,22.1083,95.1358
Dindigul,India,10.35,77.95
Morogoro,Tanzania,-6.8242,37.6633
